total_sales,genre,release_date
1.4,Action,2002-04-15
1.4,Racing,2003-04-22
1.4,Strategy,2011-11-17
1.4,Fighting,2009-06-23
1.4,Shooter,2008-10-13
1.39,Action,2007-11-06
1.39,Action-Adventure,2018-10-05
1.39,Shooter,2013-10-29
1.39,Action,1992-02-01
1.39,Action,2010-06-15
1.39,Fighting,2016-02-16
1.39,Platform,2011-11-01
1.39,Sports,1994-03-01
1.39,Sports,2001-08-13
1.39,Simulation,2017-11-17
1.38,Action,2009-10-20
1.38,Sports,2016-07-05
1.38,Simulation,2005-12-07
1.38,Shooter,2011-08-23
1.38,MMO,2015-06-09
1.38,Shooter,1998-09-30
1.38,Shooter,2014-04-08
1.38,Sports,2001-08-27
1.38,Action,2003-11-03
1.38,Platform,2012-09-25
1.38,Shooter,2008-10-21
1.38,Shooter,2011-08-23
1.37,Action,2010-09-28
1.37,Adventure,2010-06-29
1.37,Racing,2006-11-13
1.37,Shooter,2010-11-09
1.37,Shooter,2011-03-22
1.37,Racing,2011-11-15
1.37,Sports,2014-10-07
1.37,Shooter,2016-10-28
1.37,Role-Playing,2004-12-06
1.37,Misc,1998-09-23
1.37,Adventure,2008-06-03
1.36,Action,2010-08-31
1.36,Platform,2013-10-13
1.36,Platform,2003-01-07
1.36,Sports,2016-09-27
1.36,Shooter,2010-11-02
1.36,Fighting,2011-02-15
1.36,Shooter,2004-11-16
1.36,Shooter,2017-10-27
1.36,Shooter,1986-12-01
1.36,Shooter,2002-11-18
1.36,Misc,2009-10-27
1.36,Misc,2008-12-02
1.36,Puzzle,2009-03-31
1.35,Action,2016-11-15
1.35,Sports,2012-10-30
1.35,Sports,1997-07-31
1.35,Sports,2007-10-08
1.35,Adventure,2007-10-30
1.35,Sports,2008-10-14
1.35,Simulation,1999-04-10
1.35,Sports,2007-10-09
1.35,Racing,2003-09-16
1.35,Racing,2008-01-22
1.35,Misc,2004-11-19
1.34,Shooter,2008-06-23
1.34,Racing,2010-09-21
1.34,Shooter,2003-12-02
1.34,Platform,2005-03-14
1.34,Fighting,1995-01-01
1.34,Sports,2004-03-09
1.34,Adventure,2011-09-27
1.34,Shooter,2005-04-03
1.34,Racing,2002-05-27
1.34,Racing,2006-10-31
1.34,Strategy,2000-10-21
1.34,Shooter,2008-03-19
1.34,Action,2008-02-05
1.33,Fighting,2007-11-13
1.33,Fighting,1998-08-11
1.33,Action,2013-08-20
1.33,Action,2010-05-18
1.33,Shooter,2011-03-22
1.33,Platform,2004-11-03
1.33,Simulation,2003-12-02
1.33,Racing,2004-03-09
1.33,Adventure,2009-03-17
1.33,Sports,2000-03-14
1.33,Sports,2017-10-17
1.33,Platform,2002-04-16
1.33,Sports,2000-02-29
1.32,Misc,2012-10-21
1.32,Role-Playing,2018-11-14
1.32,Racing,1999-10-31
1.32,Shooter,2011-10-04
1.32,Shooter,2010-01-26
1.32,Action-Adventure,2014-02-07
1.32,Sports,1996-08-31
1.32,Sports,2002-08-12
1.32,Fighting,2010-05-25
1.32,Racing,2005-03-14
1.32,Action,1997-10-31
1.32,Simulation,2007-10-16
1.31,Shooter,2002-08-31
1.31,Racing,1996-11-30
1.31,Action-Adventure,2016-06-28
1.31,Platform,2005-05-23
1.31,Misc,2009-09-09
1.31,Action,2009-06-09
1.31,Sports,2013-11-22
1.31,Adventure,2008-09-23
1.31,Adventure,1999-11-10
1.31,Racing,2002-12-09
1.31,Racing,2004-09-07
1.31,Sports,2016-03-15
1.3,Action,2014-11-11
1.3,Adventure,2008-09-23
1.3,Sports,2006-09-25
1.3,Role-Playing,2000-05-23
1.3,Misc,2007-09-18
1.3,Racing,1998-09-30
1.3,Role-Playing,2003-11-04
1.29,Sports,2009-03-25
1.29,Shooter,2004-05-11
1.29,Misc,2008-10-21
1.29,Role-Playing,2015-04-07
1.29,Strategy,2009-06-10
1.29,Role-Playing,2003-06-24
1.29,Platform,2003-07-01
1.29,Misc,2009-01-20
1.29,Action-Adventure,2016-12-06
1.29,Sports,2007-10-22
1.29,Action-Adventure,2014-05-27
1.29,Sports,2015-10-27
1.29,Racing,2005-04-11
1.28,Role-Playing,2004-02-10
1.28,Action,1999-02-28
1.28,Action,2003-11-18
1.28,Fighting,2013-04-16
1.28,Racing,1999-10-31
1.28,Racing,2006-11-19
1.28,Simulation,2008-11-04
1.28,Shooter,2015-03-24
1.28,Racing,2015-05-12
1.27,Role-Playing,2003-02-11
1.27,Misc,2008-06-29
1.27,Adventure,2008-09-23
1.27,Racing,2013-11-19
1.27,Sports,2008-10-07
1.27,Misc,2012-10-30
1.27,Shooter,2015-09-15
1.27,Sports,2003-10-28
1.27,Sports,2008-10-21
1.27,Sports,2010-11-16
1.27,Action,2004-02-17
1.27,Fighting,2011-11-22
1.27,Platform,1997-10-02
1.27,Simulation,2005-09-13
1.27,Fighting,1995-09-09
1.27,Racing,1995-12-29
1.26,Shooter,2008-10-14
1.26,Sports,1998-12-01
1.26,Sports,2007-10-15
1.26,Platform,2008-06-03
1.26,Action,2011-11-11
1.26,Action,2009-11-17
1.26,Sports,2010-11-09
1.26,Misc,1998-12-15
1.26,Adventure,2008-11-18
1.26,Shooter,2014-11-18
1.26,Puzzle,1998-06-30
1.25,Role-Playing,1987-12-22
1.25,Strategy,2002-10-15
1.25,Action,2008-09-16
1.25,Racing,1998-05-31
1.25,Action,2003-06-20
1.25,Sports,2000-10-16
1.25,Racing,2011-06-21
1.25,Shooter,2006-02-28
1.25,Action,2004-06-16
1.25,Shooter,2007-06-26
1.25,Sports,2007-12-11
1.25,Racing,2005-11-16
1.25,Platform,2007-06-26
1.25,Sports,1998-03-31
1.25,Role-Playing,1988-08-12
1.25,Sports,2012-03-13
1.24,Action,2005-05-04
1.24,Racing,2006-11-17
1.24,Action,2007-06-19
1.24,Racing,2000-10-25
1.24,Platform,1997-08-31
1.24,Sports,2008-11-09
1.24,Shooter,2015-03-17
1.24,Misc,2012-11-13
1.24,Action,2009-06-09
1.24,Role-Playing,2001-12-02
1.23,Sports,2010-04-27
1.23,Action,2007-10-30
1.23,Misc,2008-06-29
1.23,Racing,2004-06-21
1.23,Platform,2002-04-15
1.23,Platform,2001-11-18
1.23,Platform,2004-11-15
1.23,Platform,1987-05-01
1.23,Platform,2003-10-31
1.23,Action-Adventure,2012-06-26
1.23,Misc,2003-04-15
1.23,Racing,1998-05-31
1.22,Simulation,1996-07-09
1.22,Sports,2016-10-11
1.22,Fighting,1999-09-22
1.22,Shooter,2005-11-01
1.22,Sports,1998-10-31
1.22,Racing,2002-09-29
1.22,Sports,2002-01-12
1.22,Adventure,2006-06-29
1.22,Puzzle,1997-09-30
1.22,Puzzle,1993-11-01
1.22,Shooter,2001-12-12
1.21,Racing,2006-06-06
1.21,Racing,1997-09-30
1.21,Simulation,2007-10-23
1.21,Racing,2006-06-06
1.21,Music,2012-10-09
1.21,Shooter,2004-11-16
1.21,Platform,2002-09-23
1.21,Misc,2001-11-14
1.21,Sports,2006-10-17
1.21,Racing,2003-11-17
1.21,Action,2010-01-05
1.21,Misc,2007-10-09
1.21,Sports,2010-09-28
1.21,Shooter,2007-11-19
1.21,Music,2015-10-20
1.21,Action,2000-03-31
1.2,Sports,1999-09-09
1.2,Action,2002-10-16
1.2,Racing,2011-09-20
1.2,Racing,2004-11-02
1.2,Platform,1986-07-30
1.2,Action-Adventure,2014-03-18
1.2,Fighting,1994-01-01
1.2,Shooter,1986-01-04
1.2,Action,2003-05-14
1.2,Sports,2001-09-24
1.2,Fighting,2013-10-29
1.2,Action,2015-09-01
1.2,Action-Adventure,2018-02-06
1.2,Sports,2006-02-07
1.2,Adventure,2015-10-27
1.19,Sports,2012-02-14
1.19,Action,2002-09-10
1.19,Misc,2008-10-21
1.19,Racing,2003-06-30
1.19,Fighting,2007-11-13
1.19,Sports,2008-03-18
1.19,Adventure,2009-11-17
1.19,Simulation,1997-08-31
1.19,Action,2002-04-15
1.19,Action,2002-09-30
1.19,Adventure,2006-10-08
1.19,Action,2006-12-05
1.18,Action,2011-03-22
1.18,Fighting,2011-11-22
1.18,Shooter,2012-03-20
1.18,Role-Playing,2009-10-01
1.18,Adventure,1999-09-24
1.18,Shooter,2012-10-23
1.18,Sports,2001-05-30
1.18,Sports,1991-01-01
1.18,Action,2015-09-27
1.18,Action,2015-06-12
1.18,Action,2010-11-23
1.18,Adventure,2008-06-03
1.17,Fighting,2009-10-20
1.17,Simulation,1996-10-31
1.17,Shooter,2003-11-11
1.17,Platform,2002-09-10
1.17,Action,1998-07-18
1.17,Racing,1997-04-30
1.17,Shooter,2008-03-07
1.17,Sports,1999-01-01
1.17,Shooter,2005-11-08
1.17,Sports,2003-11-11
1.16,Shooter,2007-11-13
1.16,Racing,1995-12-05
1.16,Role-Playing,2003-11-04
1.16,Shooter,2010-06-29
1.16,Racing,2001-10-15
1.16,Racing,2006-03-13
1.16,Sports,2017-03-28
1.16,Sports,2014-11-18
1.16,Sports,2009-10-20
1.16,Sports,2011-11-08
1.16,Strategy,2008-09-07
1.16,Racing,1997-02-28
1.16,Fighting,1997-09-30
1.16,Shooter,2004-03-16
1.16,Sports,2009-11-17
1.16,Platform,2008-11-11
1.16,Action,2014-10-28
1.16,Action,2005-04-05
1.15,Puzzle,1997-11-27
1.15,Simulation,2008-11-18
1.15,Role-Playing,2017-11-17
1.15,Action,1986-12-12
1.15,Shooter,1998-10-31
1.15,Action,2001-05-01
1.15,Sports,1995-01-20
1.15,Platform,2003-10-15
1.15,Misc,2008-04-15
1.15,Shooter,2004-09-14
1.15,Action,2017-10-10
1.15,Role-Playing,2017-01-20
1.15,Action,2013-11-22
1.15,Shooter,2007-11-05
1.14,Simulation,2002-09-09
1.14,Sports,2008-03-18
1.14,Action,2003-11-05
1.14,Shooter,1998-12-12
1.14,Misc,2017-03-07
1.14,Adventure,2005-11-20
1.14,Role-Playing,1998-10-31
1.14,Adventure,2005-10-18
1.14,Action,2000-07-14
1.14,Action,2003-03-03
1.14,Role-Playing,2016-11-29
1.14,Simulation,2005-09-27
1.14,Action,2011-03-27
1.14,Fighting,2011-04-19
1.14,Racing,2004-11-15
1.14,Action,2005-03-29
1.14,Shooter,2008-11-04
1.13,Role-Playing,2017-11-17
1.13,Role-Playing,2006-09-18
1.13,Simulation,2002-11-11
1.13,Sports,2013-07-09
1.13,Sports,1999-09-30
1.13,Misc,2008-05-20
1.13,Misc,2011-10-18
1.13,Adventure,2009-11-03
1.13,Fighting,2011-03-01
1.13,Shooter,2004-08-04
1.13,Misc,2009-09-01
1.13,Misc,2011-10-18
1.13,Racing,2010-05-25
1.13,Shooter,2014-02-25
1.13,Misc,1998-10-01
1.13,Racing,2006-06-06
1.13,Platform,2008-11-11
1.12,Action,2004-06-28
1.12,Shooter,2005-11-01
1.12,Racing,2001-10-22
1.12,Shooter,2010-07-06
1.12,Fighting,2013-10-29
1.12,Racing,2012-10-30
1.12,Role-Playing,2011-03-08
1.12,Misc,2009-09-01
1.12,Misc,2009-09-09
1.12,Shooter,2005-11-08
1.11,Action,2007-06-26
1.11,Action-Adventure,2014-09-23
1.11,Action,2011-11-08
1.11,Action-Adventure,2016-10-07
1.11,Sports,2012-07-10
1.11,Platform,2018-06-29
1.11,Music,2015-10-20
1.11,Action,2010-10-05
1.11,Action,2005-03-28
1.11,Action,2010-11-23
1.11,Action,2017-11-14
1.11,Strategy,2011-01-18
1.11,Fighting,2014-06-17
1.11,Misc,2007-12-18
1.11,Sports,1995-05-30
1.11,Misc,2007-07-24
1.1,Puzzle,1987-09-01
1.1,Sports,2001-01-22
1.1,Sports,2017-09-29
1.1,Misc,2008-11-04
1.1,Simulation,2007-11-14
1.1,Action,2011-03-22
1.1,Racing,2007-11-13
1.1,Role-Playing,1989-02-15
1.1,Misc,2009-09-01
1.1,Misc,2013-10-13
1.1,Shooter,2007-09-04
1.1,Misc,2006-11-14
1.1,Sports,1997-04-30
1.1,Racing,2008-06-03
1.1,Racing,2010-11-04
1.09,Action,2008-03-05
1.09,Action,2006-03-21
1.09,Simulation,2008-10-07
1.09,Misc,2009-10-27
1.09,Fighting,2010-10-26
1.09,Misc,2005-08-23
1.09,Shooter,2008-10-28
1.09,Misc,2014-02-11
1.09,Action,2010-06-15
1.09,Sports,2003-08-12
1.09,Sports,2009-01-21
1.09,Sports,1999-08-17
1.09,Adventure,2014-10-07
1.09,Sports,2000-09-07
1.09,Shooter,2002-11-22
1.09,Role-Playing,2003-06-17
1.09,Role-Playing,2005-03-22
1.09,Action,2008-09-16
1.08,Platform,2007-11-05
1.08,Racing,2003-09-16
1.08,Action,2010-02-09
1.08,Sports,2002-11-30
1.08,Action,2002-06-07
1.08,Sports,1999-10-31
1.08,Sports,2010-09-28
1.08,Shooter,2005-02-14
1.08,Platform,2002-11-21
1.08,Fighting,2007-02-20
1.08,Shooter,2004-11-30
1.08,Sports,2013-09-24
1.08,Adventure,2009-10-20
1.08,Fighting,2003-11-24
1.07,Sports,2008-03-12
1.07,Simulation,2008-09-07
1.07,Adventure,2008-11-18
1.07,Shooter,2006-11-07
1.07,Sports,1998-09-30
1.07,Adventure,2009-09-29
1.07,Misc,1999-07-22
1.07,Sports,2005-03-14
1.07,Fighting,2008-11-04
1.07,Misc,2012-10-21
1.07,Fighting,1995-05-11
1.07,Fighting,2011-02-15
1.07,Simulation,2008-10-13
1.07,Sports,2009-10-06
1.07,Sports,2000-01-01
1.07,Sports,2009-06-08
1.07,Shooter,2007-12-11
1.07,Fighting,2009-10-20
1.07,Racing,1999-09-22
1.07,Action,2006-09-12
1.07,Racing,1996-09-30
1.07,Adventure,2008-12-02
1.06,Adventure,2008-01-21
1.06,Shooter,2008-08-31
1.06,Shooter,2007-08-28
1.06,Misc,2012-11-13
1.06,Platform,2011-11-22
1.06,Fighting,2006-10-09
1.06,Shooter,2010-02-16
1.06,Sports,2005-02-08
1.06,Misc,1998-10-22
1.06,Platform,2004-06-29
1.06,Sports,2008-03-18
1.06,Sports,1998-09-09
1.06,Racing,2002-12-11
1.06,Sports,2012-11-01
1.06,Sports,2018-03-27
1.06,Sports,1998-08-01
1.06,Action,2010-01-05
1.06,Racing,2002-06-17
1.06,Racing,2011-05-24
1.06,Action,2003-05-27
1.05,Action,2013-10-22
1.05,Misc,2013-08-18
1.05,Sports,2002-10-08
1.05,Platform,1988-09-01
1.05,Sports,1996-03-15
1.05,Racing,2001-12-01
1.05,Racing,2005-05-03
1.05,Music,2013-10-22
1.05,Racing,2007-09-11
1.05,Sports,2000-09-26
1.05,Action,2017-10-13
1.05,Action,2011-10-25
1.05,Sports,2007-03-20
1.05,Fighting,1986-10-01
1.05,Racing,2010-02-23
1.05,Simulation,2007-10-23
1.05,Fighting,2012-02-14
1.05,Adventure,2009-09-29
1.05,Shooter,2009-11-17
1.05,Platform,2007-11-05
1.05,Shooter,2006-11-07
1.05,Shooter,2007-11-05
1.05,Role-Playing,1996-06-20
1.04,Shooter,2011-05-10
1.04,Misc,2010-06-15
1.04,Shooter,2017-05-05
1.04,Platform,1997-01-01
1.04,Action-Adventure,2014-09-23
1.04,Simulation,2010-03-23
1.04,Shooter,2010-02-16
1.04,Action-Adventure,2012-08-14
1.04,Adventure,1999-08-16
1.04,Role-Playing,2014-08-19
1.04,Racing,2005-11-15
1.04,Sports,2003-03-10
1.04,Racing,2005-03-16
1.04,Platform,2007-10-30
1.04,Racing,2000-08-23
1.04,Puzzle,1997-12-02
1.04,Racing,1998-05-31
1.04,Racing,2009-09-29
1.04,Fighting,2006-09-26
1.04,Action,2011-05-10
1.04,Fighting,2009-10-20
1.04,Simulation,2006-09-26
1.03,Racing,2005-03-16
1.03,Music,2013-10-08
1.03,Platform,2008-12-09
1.03,Puzzle,1989-01-01
1.03,Shooter,2007-08-23
1.03,Misc,2009-11-03
1.03,Role-Playing,2003-10-31
1.03,Action,1996-11-14
1.03,Sports,2003-11-17
1.03,Action,2008-11-11
1.03,Sports,2007-10-09
1.03,Fighting,2007-12-03
1.03,Adventure,2008-06-03
1.03,Adventure,2009-10-27
1.02,Simulation,2007-11-14
1.02,Platform,2004-04-28
1.02,Shooter,2013-02-05
1.02,Action,2014-11-11
1.02,Action,1997-08-31
1.02,Shooter,2011-02-22
1.02,Sports,2007-08-28
1.02,Role-Playing,2012-06-18
1.02,Sports,2006-08-22
1.02,MMO,2014-04-04
1.02,Adventure,2009-11-17
1.02,Adventure,2004-06-02
1.02,Platform,2008-06-24
1.02,Misc,2008-12-18
1.02,Action,2015-06-12
1.02,Fighting,2007-10-23
1.01,Action-Adventure,2015-12-01
1.01,Sports,2015-09-29
1.01,Action,2016-01-26
1.01,Action,2015-06-12
1.01,Action,2011-11-11
1.01,Shooter,2015-02-10
1.01,Sports,2015-08-25
1.01,Puzzle,1999-10-31
1.01,Sports,2015-03-31
1.01,Sports,2003-11-20
1.01,Racing,2012-09-18
1.01,Adventure,2008-12-02
1.01,Sports,1995-02-23
1.01,Sports,2009-10-06
1.01,Platform,2007-10-30
1.01,Sports,2016-12-02
1.01,Simulation,2010-09-17
1,Sports,2007-02-06
1,Sports,2008-11-11
1,Sports,2000-10-30
1,Sports,1996-10-31
1,Racing,2000-04-30
1,Action,2003-01-11
1,Action-Adventure,2016-02-23
1,Platform,2011-11-15
1,Role-Playing,1998-04-30
1,Racing,1996-01-01
1,Shooter,1986-11-01
1,Music,2016-10-25
1,Racing,2003-10-28
1,Misc,2008-06-29
1,Misc,2000-11-07
1,Shooter,2013-02-05
1,Action-Adventure,2013-08-20
1,Shooter,2009-10-26
1,Sports,2011-07-12
1,Fighting,2003-08-27
1,Fighting,2012-02-14
1,Fighting,2000-03-30
0.99,Puzzle,2008-08-05
0.99,Role-Playing,2014-11-18
0.99,Sports,2001-11-14
0.99,Music,2013-10-22
0.99,Racing,2009-10-13
0.99,Action,2001-03-05
0.99,Role-Playing,2012-03-13
0.99,Shooter,2010-01-12
0.99,Racing,2009-09-08
0.99,Fighting,2012-11-20
0.99,Racing,2008-10-20
0.99,Adventure,2008-02-19
0.99,Racing,2003-09-16
0.99,Shooter,2008-05-20
0.99,Platform,1998-11-17
0.99,Platform,2005-11-15
0.98,Platform,2012-11-18
0.98,Puzzle,1993-10-01
0.98,Action-Adventure,2013-08-20
0.98,Action,2010-11-23
0.98,Role-Playing,2011-05-17
0.98,Action-Adventure,2014-02-07
0.98,Strategy,2005-10-11
0.98,Sports,2008-03-12
0.98,Fighting,2018-10-09
0.98,Role-Playing,2008-10-28
0.98,Fighting,2007-11-13
0.98,Shooter,2012-05-02
0.98,Fighting,2013-11-15
0.98,Sports,2009-08-14
0.98,Misc,2010-11-02
0.98,Sports,2009-10-20
0.98,Simulation,2008-10-14
0.98,Role-Playing,2002-10-24
0.98,Racing,1998-09-11
0.98,Misc,2005-03-28
0.97,Action,2005-06-07
0.97,Shooter,2000-10-23
0.97,Role-Playing,2014-03-04
0.97,Racing,2006-06-06
0.97,Shooter,2006-08-15
0.97,Sports,2005-07-11
0.97,Sports,2003-09-22
0.97,Sports,2007-08-14
0.97,Action,2009-10-13
0.97,Misc,2009-11-03
0.97,Sports,2018-02-02
0.97,Action,2007-03-05
0.97,Sports,2004-10-12
0.97,Action,2011-10-16
0.97,Action,2006-09-12
0.97,Strategy,2003-11-03
0.96,Action-Adventure,2018-03-20
0.96,Simulation,1999-08-26
0.96,Action,2011-05-10
0.96,Sports,2000-10-25
0.96,Sports,2008-06-24
0.96,Sports,2013-11-15
0.96,Sports,2016-03-29
0.96,Role-Playing,2014-03-04
0.96,Misc,2010-09-21
0.96,Role-Playing,2012-03-06
0.96,Racing,2010-02-23
0.96,Shooter,2012-05-22
0.96,Fighting,1996-10-31
0.96,Fighting,2002-11-20
0.96,Role-Playing,2003-02-17
0.96,Shooter,1988-01-01
0.96,Misc,2010-09-28
0.96,Simulation,2011-03-27
0.96,Adventure,2009-09-22
0.96,Adventure,2006-10-03
0.96,Misc,1999-06-01
0.96,Action,2002-11-10
0.95,Sports,1999-06-30
0.95,Racing,2011-09-06
0.95,Misc,2011-06-14
0.95,Shooter,2010-05-11
0.95,Action,2011-11-11
0.95,Sports,2004-09-28
0.95,Role-Playing,2010-02-02
0.95,Role-Playing,2007-08-07
0.95,Role-Playing,1997-04-30
0.95,Misc,2004-11-18
0.95,Action,2008-10-28
0.95,Misc,2003-11-11
0.95,Platform,2014-10-05
0.95,Adventure,2005-03-28
0.95,Platform,2008-11-20
0.95,Platform,2003-10-31
0.95,Strategy,2000-11-13
0.95,Simulation,2012-11-06
0.94,Action,2014-11-11
0.94,Shooter,2008-09-23
0.94,Sports,2004-08-17
0.94,Sports,2006-02-28
0.94,Sports,2005-02-22
0.94,Sports,2009-11-17
0.94,Sports,2013-11-22
0.94,Sports,2009-07-14
0.94,Sports,1999-02-28
0.94,Simulation,2005-10-24
0.94,Sports,2010-11-16
0.94,Racing,2003-09-19
0.94,Role-Playing,2000-01-31
0.94,Fighting,2008-11-09
0.94,Misc,1996-12-31
0.94,Adventure,2005-06-21
0.94,Platform,2004-10-27
0.94,Adventure,2003-11-12
0.94,Action,2003-10-21
0.94,Action,2009-10-13
0.94,Action,2011-10-16
0.94,Shooter,2012-09-18
0.94,Action,2014-11-11
0.93,Sports,2010-07-13
0.93,Platform,1999-11-17
0.93,Platform,1992-01-01
0.93,Simulation,2007-11-05
0.93,Sports,2012-07-10
0.93,Platform,2012-02-07
0.93,Role-Playing,2018-11-14
0.93,Racing,2006-06-06
0.93,Adventure,2011-10-25
0.93,Racing,2005-04-25
0.93,Racing,2000-08-22
0.93,Misc,2012-11-13
0.93,Action,2018-01-26
0.93,Sports,2002-09-30
0.93,Shooter,2009-10-06
0.93,Action,2003-10-31
0.93,Misc,2008-12-02
0.93,Platform,1988-11-01
0.93,Sports,2002-10-23
0.93,Sports,2012-03-06
0.93,Adventure,2005-10-12
0.93,Sports,2007-02-26
0.93,Sports,2012-03-13
0.93,Role-Playing,2011-01-11
0.93,Action,2010-01-05
0.93,Misc,2005-06-08
0.93,Misc,2009-03-29
0.92,Role-Playing,2012-04-06
0.92,Misc,2009-11-10
0.92,Role-Playing,2007-08-28
0.92,Sports,1997-08-31
0.92,Misc,2013-09-10
0.92,Racing,2006-11-16
0.92,Racing,2003-09-09
0.92,Platform,1986-06-01
0.92,Simulation,2001-10-21
0.92,Shooter,2012-12-04
0.92,Sports,2010-11-08
0.92,Action,2010-02-09
0.92,Action,2003-10-21
0.92,Sports,1996-10-31
0.92,Racing,2006-02-21
0.92,Fighting,1996-09-30
0.92,Fighting,2008-11-09
0.92,Sports,2013-07-09
0.92,Platform,2008-06-03
0.92,Fighting,1999-10-03
0.92,Shooter,2013-02-19
0.92,Sports,2012-02-28
0.92,Action,2006-03-06
0.92,Sports,2009-06-08
0.92,Shooter,2000-11-06
0.92,Shooter,2016-05-24
0.91,Sports,2007-11-20
0.91,Shooter,2009-10-06
0.91,Sports,2002-08-12
0.91,Misc,2002-10-09
0.91,Action,2011-05-10
0.91,Action,2011-03-29
0.91,Racing,2008-01-08
0.91,Racing,2000-12-05
0.91,Platform,1998-10-31
0.91,Platform,2014-10-05
0.91,Strategy,2008-11-04
0.91,Racing,2003-11-18
0.91,Simulation,1994-12-09
0.91,Adventure,2008-04-08
0.91,Misc,2004-11-02
0.91,Shooter,2013-02-19
0.91,Racing,2009-12-01
0.91,Sports,2002-03-04
0.9,Shooter,2011-04-19
0.9,Role-Playing,2009-09-15
0.9,Role-Playing,2015-05-12
0.9,Role-Playing,2012-04-17
0.9,Sports,2002-02-24
0.9,Role-Playing,2008-02-12
0.9,Role-Playing,2004-09-21
0.9,Shooter,2011-03-15
0.9,Sports,2010-11-02
0.9,Action,2009-12-01
0.9,Platform,2004-01-27
0.9,Adventure,2009-11-17
0.9,Shooter,2009-03-17
0.9,Shooter,2014-11-18
0.9,Racing,2005-09-13
0.9,Action,1999-03-31
0.9,Platform,2007-05-04
0.9,Racing,2011-06-21
0.9,Shooter,2002-03-26
0.9,Misc,2008-09-23
0.9,Misc,2009-10-27
0.9,Racing,1996-12-20
0.9,Shooter,2006-10-31
0.9,Sports,2003-10-28
0.9,Sports,2004-09-28
0.9,Sports,1998-09-01
0.9,Sports,2007-07-17
0.9,Sports,2004-03-16
0.89,Puzzle,2008-10-21
0.89,Action,2012-08-28
0.89,Action,2003-05-12
0.89,Action,2012-02-07
0.89,Action,2011-03-22
0.89,Action,2017-07-21
0.89,Sports,2005-10-17
0.89,Strategy,2001-03-28
0.89,Racing,2008-09-16
0.89,Sports,2001-11-19
0.89,Sports,2008-10-28
0.89,Sports,2000-02-29
0.89,Adventure,2008-01-15
0.89,Misc,2008-09-23
0.89,Misc,2006-08-04
0.89,Adventure,2015-10-27
0.89,Adventure,2004-06-02
0.89,Sports,2011-03-29
0.89,Music,2012-02-13
0.89,Sports,2005-09-20
0.89,Shooter,2008-11-10
0.89,Strategy,2005-05-23
0.89,Fighting,2017-05-16
0.89,Fighting,2011-03-22
0.89,Platform,2005-05-23
0.89,Platform,2007-10-30
0.89,Role-Playing,2018-03-23
0.89,Role-Playing,2009-08-10
0.89,Role-Playing,1995-09-30
0.89,Action-Adventure,2012-11-20
0.88,Sports,2004-08-30
0.88,Action,2008-09-16
0.88,Misc,2008-09-23
0.88,Misc,2007-10-30
0.88,Fighting,2010-10-26
0.88,Role-Playing,2011-11-01
0.88,Misc,2010-10-26
0.88,Action,2005-09-26
0.88,Platform,1997-02-28
0.88,Action,2016-10-18
0.88,Racing,2006-11-19
0.88,Racing,2012-11-06
0.88,Racing,2009-11-17
0.88,Shooter,2009-06-30
0.88,Racing,2010-09-21
0.88,Shooter,1996-11-30
0.88,Shooter,2009-11-10
0.88,Sports,2007-08-14
0.88,Role-Playing,2008-09-30
0.87,Misc,2009-08-25
0.87,Misc,2014-10-14
0.87,Role-Playing,2000-05-15
0.87,Role-Playing,2008-12-02
0.87,Role-Playing,2012-02-07
0.87,Misc,2008-03-18
0.87,Fighting,2005-02-28
0.87,Action,2009-06-16
0.87,Action,2017-02-14
0.87,MMO,2013-08-27
0.87,Party,2016-11-04
0.87,Action,2015-09-27
0.87,Action,2008-12-02
0.87,Action,2007-09-18
0.87,Platform,1995-12-13
0.87,Shooter,2008-08-31
0.87,Shooter,2009-06-02
0.87,Racing,2007-06-19
0.87,Simulation,2010-02-22
0.87,Misc,2008-11-28
0.87,Misc,2011-04-12
0.87,Adventure,2015-10-27
0.87,Sports,2002-03-11
0.87,Shooter,2002-09-30
0.87,Shooter,2008-09-23
0.87,Sports,1999-09-30
0.87,Shooter,2001-04-29
0.87,Racing,1997-09-30
0.87,Racing,2008-06-03
0.87,Shooter,2003-08-06
0.87,Strategy,2005-03-22
0.87,Sports,1994-02-18
0.87,Sports,2006-11-07
0.87,Action-Adventure,2012-08-14
0.87,Action-Adventure,2016-10-07
0.87,Simulation,2003-10-21
0.87,Simulation,2008-11-18
0.87,Puzzle,2017-03-03
0.86,Misc,2014-01-10
0.86,Misc,2010-09-28
0.86,Puzzle,2006-05-23
0.86,Sports,1997-10-31
0.86,Sports,2010-08-17
0.86,Racing,2001-03-06
0.86,Action,2016-11-10
0.86,Sports,2007-02-06
0.86,Sports,2008-07-08
0.86,Sports,1998-03-31
0.86,Misc,2010-11-14
0.86,Action,2003-11-04
0.86,Action-Adventure,2012-06-26
0.86,Shooter,2016-02-23
0.86,Shooter,2016-09-13
